Column1;Name;Comments;Likes;Replies;Published
671;Penguingamer44;very handsome ryan reynolds;0;0 REPLY;3 weeks ago
672;We are Sisters tube;Nice;0;0 REPLY;3 weeks ago
673;Igor Schmidlapp;"ANOTHER iron in the fire, Ryan?  Do you even sleep?   ;-P";0;0 REPLY;3 weeks ago
674;SANTIAGO REYES;Something that I can do in Mexico?;0;0 REPLY;3 weeks ago
675;R;In other words, 'we'll make sure black people are promoted whether they're better than white candidates or not'. Got it.;2;1 REPLY;3 weeks ago
676;Curious george is cool;RYAN YAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;0;0 REPLY;3 weeks ago
677;samira shahmohammadi;iloveyou ryan;0;0 REPLY;2 weeks ago
678;Silent Disco;"Ryan reyonlds 
I only want to make the money and spend the money. On things I want to buy. That is what capitalism is?. That is what capa does. You can just buy your way to victory.";0;0 REPLY;2 weeks ago (edited)
679;Candyman;People don’t consider commercials film but it is;0;0 REPLY;3 weeks ago
680;Daru;"Call Out

""GOURANGA, GOURANGA, GOURANGA""

Be Happy";0;0 REPLY;3 days ago
681;sasuke;Hey ryan reynolds please make pokemon detective 2 2022 please;0;0 REPLY;3 days ago
682;Sweven Studio;(destructive chutes);0;0 REPLY;3 weeks ago
683;Jason Foster;He don’t care about any of you no point in saying good things to him;0;0 REPLY;2 weeks ago
684;NoisR;I hate Ryan! How can one single guy be so funny good looking and gets a wife like Blake? I wonder if Blake even knows about Green Lantern!;0;0 REPLY;2 weeks ago
685;Nicklaus Christofono;"What's up with the Met Gala, we know what that pointless ""Gala"" is for...";0;0 REPLY;3 weeks ago
686;Bingus;may I please be a background character in DP3 Mr Reynolds (hehe DP);0;1 REPLY;2 weeks ago
687;Electric;Is there going to be dead pool 3;0;0 REPLY;3 weeks ago
688;Silent Disco;Do you think people like me made the VI Kings?.;0;0 REPLY;3 weeks ago
689;Sophia;You should look in to Canadian talent 'Lubalin' he is funny and a music genius!!! He has a YouTube;0;2 REPLIES;3 weeks ago
690;Sudipta;Is this a video where he didn't make any jokes or I am too dumb to understand..;0;0 REPLY;3 weeks ago
691;Silent Disco;"Ryan reyonlds 
I am not here to help African. God told me that it wasn't my fault. I don't body want to do anything that relates to helping poverty that I didn't do?.";0;0 REPLY;2 weeks ago (edited)
692;Joliie;Nice.;0;0 REPLY;3 weeks ago
693;Nacho Mamma;"Ryan Reynolds…..
Canada’s answer to Betty White.   No, wait!  A lesbian Betty White!";0;0 REPLY;3 weeks ago
694;ZixyFire;Feels illegal to be this early;0;0 REPLY;3 weeks ago
695;Silent Disco;"Ryan reyonlds 
Now I can come out.";0;0 REPLY;2 weeks ago
696;smokerjim;"Maybe not for everyone - somebody with an absence of creativity should probably be filtered out, you know what I mean?


I mean someone like myself, someone like me ought to stay away from this";0;0 REPLY;3 weeks ago
697;Galyn Nutter;Soo fine...;0;0 REPLY;3 weeks ago
698;Mark Hemingway;Where the F bomb is deadpool 3 ;0;0 REPLY;3 weeks ago
699;Jonathan Stump;Ad within an ad within an ad within an ad within an ad;0;0 REPLY;3 weeks ago
700;Uinise Faustina Foo Chong;Starts critically drinking;0;0 REPLY;2 weeks ago
701;unicornonthecob;Bummer to see Ryan stooping to this woke nonsense.;1;0 REPLY;2 weeks ago
702;Cookie;Cool;0;0 REPLY;3 weeks ago
703;Silent Disco;"Ryan reyonlds 
Do you know how forked up my family is very. You didn't have to donate when you got hired Ryan reyonlds.";0;0 REPLY;2 weeks ago (edited)
704;Pedro Dominguez;Chimichanga Time!!!!;1;0 REPLY;3 weeks ago (edited)
705;peter mitchell;Is this SNL? Look at the camera, bro.;0;0 REPLY;3 weeks ago
706;Valeriia Bychenkova;I Love You!!!! ;0;0 REPLY;3 weeks ago
707;Mr JailbreakGuy;hey ryan i love u;0;0 REPLY;3 weeks ago
708;Eradicationism Clips;alternate title: ryan reynolds trying to make clones.;0;0 REPLY;3 weeks ago
709;Alan Johnstone;????;0;0 REPLY;3 weeks ago
710;A A;But is he a Whitecaps Fan?;0;0 REPLY;3 weeks ago
711;Karen Maxwell;Smile your are funny you know that oh I loved the movie Proposal awesome love Sandra;0;0 REPLY;3 weeks ago
712;Silent Disco;"Ryan reyonlds
Since I am the oldest & indigenous. My ancient ancestors ashes made the diamonds around the world from there ashes carbon atoms. God just tell me this now. Because I am from the human evolution from the quantum. Human ashes that is the carbon atom that diamond needs to make a diamond.";0;0 REPLY;2 weeks ago (edited)
713;Jeanne Lowe;??????;0;0 REPLY;3 weeks ago
714;Engin Demir;I skipped videos to watch his adds.;0;0 REPLY;3 weeks ago
715;Matt Parker;Love Ryan Reynolds but this sounds like a gigantic waste of time and resources.;0;0 REPLY;3 weeks ago
716;D Wilson;;0;0 REPLY;3 weeks ago
717;Pedro Dominguez;Deadpool 4 President!!!!;1;0 REPLY;3 weeks ago
718;Edmar Alves de Souza Junior;Não entendi nada, mas deve ser importante....;0;0 REPLY;3 weeks ago
719;Steven Morningstar;I wanna sub but i need to know that this is really ryan reynolds, i mean i did watch deadpool kill u for making green lantern sooo…;0;0 REPLY;8 days ago
720;Dylan Hydon-woods;Yes, we know;0;0 REPLY;3 weeks ago
721;Glenn Quagmire;Giggity Giggity !;2;1 REPLY;3 weeks ago
722;Silent Disco;"Ryan reyonlds 
I am broke I don't want to spend my time on another country. I don't want to spend anymore time on them. I am spending the rest of my time on my countries & islands on myself.";0;0 REPLY;2 weeks ago (edited)
723;Cet;Hey hes the guy from green lantern;0;0 REPLY;2 weeks ago
724;Pedro Lopes;;0;0 REPLY;2 weeks ago
725;Silent Disco;"Ryan reyonlds 
Someone forked up.";0;0 REPLY;1 day ago
726;calel super;Under represented ? Is that why they are now over represented on my tv . Maybe let talent shine through regardless of skin colour  instead of this divisive ideology in the name of inclusion .;0;1 REPLY;3 weeks ago
727;SuperDubess;Even for a 59 year old woman?;0;0 REPLY;2 weeks ago
728;EggDog;I swear I'm straight guys;0;0 REPLY;11 days ago
729;Jenifer Box;Can someone let me know how to like this more than once? I cracked my phone pressing too hard ;0;0 REPLY;3 weeks ago
730;Checkbox Productions S.L.;"I´m a white guy; am I allowed in?";0;0 REPLY;2 weeks ago
731;Denton and Sasquatch Show;Sounds woke.;0;0 REPLY;2 weeks ago
732;Form;1 min!!;0;0 REPLY;3 weeks ago
733;David Ching;??????????;0;0 REPLY;2 weeks ago
734;Orhan Amin;What you think about Bob Chapek. (CEO of Disney);0;0 REPLY;2 days ago (edited)
735;Daniel Lara;Ryan Reynolds for President;0;0 REPLY;3 weeks ago
736;Frank Gonzalez;So what your saying is I could be like you but just not as good or handsome;0;0 REPLY;3 weeks ago
737;Erni;He’s cute daddy;0;0 REPLY;3 weeks ago
738;chris flory;ryan reynolds for president;0;0 REPLY;6 days ago
739;4D bullshit Patroll;Hellish fireball technician?;0;1 REPLY;3 weeks ago
740;Brian Burke;Liar and thief of mankind evil is what this is!;0;0 REPLY;3 weeks ago
741;Hmm?;Wait, it's the guy from Fortnite!;0;0 REPLY;3 weeks ago
742;Bryan Ortega;Okay mr .Deadpool I’ll bite;0;0 REPLY;3 weeks ago (edited)
743;Silent Disco;She's trying to use the other lady in new York.;0;0 REPLY;3 weeks ago
744;Cam Cloust;Add on a add dayum the new world is real. Rip;0;0 REPLY;12 days ago (edited)
745;Peter Müller;"You really lost contact to average human beings.
Why don't you try living exactly as an average human being?";0;0 REPLY;11 days ago
746;Mrmemer;Hey some time in 6 years wanna be in a movie;0;0 REPLY;3 weeks ago
747;concken1;Everyone, but we're gonna have racial quotas.Huh.;0;0 REPLY;13 days ago
748;Avearris;Ryan, can you please be my friend;0;0 REPLY;2 weeks ago
749;Sukla Ghatak Chaudhuri;Is this another joke type of ad or really he is doing this?;0;1 REPLY;3 weeks ago
750;TinaHeather Cantrell;"It is funny .  I am selling diversity , and boarding schools to animals .
Well . How else is it gonna get done .  I need transexuals . Basic income . And I have already counted the living as a total loss .";0;0 REPLY;3 weeks ago
751;oddy joker;please stop being ryan renolds and return to be van wilder;0;0 REPLY;3 weeks ago
752;Serious One;Hey Ryan what is up with Detective pikachu 2?????;0;0 REPLY;2 days ago
753;Silent Disco;"Ryan reyonlds 
See not even Rihanna fenty helped with the education charity. She ditched it.";0;0 REPLY;2 weeks ago (edited)
754;JoeFay Tech;"#unlimited_internet_in_Egypt
#??????_???_?????_??_???
..";0;0 REPLY;11 days ago
755;Suzanne Woodard;Please please help us, please make ads about separation of church and state in the US, religious extremism, Christian nationalism, please we need you;0;0 REPLY;2 weeks ago
756;??? ??????;"Bet they wouldn't include me; im white, have no skills or talent and middle aged. So much for being inclusive.";0;0 REPLY;2 weeks ago
757;Leonard H;"Cool...
If you come to niagara falls ...ill be  in a commercial.....maybe for a few free phones...just saying...lol...oh..and Deadpool 1 and 2 are on to nite....";0;0 REPLY;2 weeks ago
758;Silent Disco;Ryan reyonlds, Everyone is telling me it's Hollywood. Are they going to shut down Hollywood.;0;0 REPLY;8 days ago (edited)
759;goaliemojo;Room for straight white old school males? Didn't think so. Was that self-defeatist?;0;0 REPLY;2 weeks ago
760;Arcade Alchemist;"?G?
7 / 7";0;0 REPLY;8 days ago (edited)
761;Silent Disco;"Ryan reyonlds 
I don't want too. You have no right to tell me. To do poverty in a foreigner country. you have no right. I don't want to use my time on that.";0;0 REPLY;2 weeks ago (edited)
762;Brodie deacon;See im not gay but ryan reynolds is ryan reynolds;0;0 REPLY;6 days ago
763;Science 101;God you're beautiful. Thumbs down just cause you can afford a thumbs down;0;0 REPLY;3 weeks ago
764;B?L. MÜH. C?HAN TURUNÇ;World's Most Handsome Computer Engineer :  https://www.youtube.com/watch?v=hwOHsW6ul3w;0;0 REPLY;3 weeks ago
765;Nezuko Kamado;I tell people im not gay but deep inside;0;0 REPLY;8 days ago
766;Mitch;Sorry ryan i tought it was a ad;0;0 REPLY;3 weeks ago
767;Chad;Yesss;0;0 REPLY;3 weeks ago
768;Jose Garcia;If you shave your head I'll switch to Mint Mobile.;0;0 REPLY;2 weeks ago
769;Burtha1;No Gin?!?;0;0 REPLY;3 weeks ago
770;Silent Disco;"Ryan reyonlds 
You need to stop lying to me. My body is getting bigger when I talk to you. Means this person in my circle is a liar.";0;0 REPLY;2 weeks ago
771;Night Noodler;RR for Prime Minister!;0;1 REPLY;3 weeks ago
772;Griffin Riley;Ad man;0;0 REPLY;13 days ago
773;Silent Disco;"Ryan reyonlds 
Those african have billion of dollars, charity donations going for them, Hollywood jobs. but still can't even fix poverty, homelessness.";0;2 REPLIES;2 weeks ago (edited)
774;Bruce Born;Jesus loves you!;0;0 REPLY;3 weeks ago
775;Lucien Death;;0;0 REPLY;3 weeks ago
776;Sofia Cisneros;omg hi daddy ryan;0;0 REPLY;3 weeks ago
777;Indio Nopalez;Acssesable to any one?......even Puerto Ricans ?.;0;0 REPLY;12 days ago
778;D Wilson;Is this like star search for people that can't look up.;0;0 REPLY;3 weeks ago
779;Ricci Mercado;Yeah, ads…;0;0 REPLY;3 weeks ago
780;Repent and believe in Jesus Christ;"Repent to Jesus Christ 
“The fear of the Lord is the beginning of wisdom, and knowledge of the Holy One is understanding.”
??Proverbs? ?9:10? NIV";0;0 REPLY;3 weeks ago
781;Mr.PotatoBoi;My mom is in love with you come to my house and she will abandon me;0;0 REPLY;8 days ago
782;Allan Callaghan;Great guy but the Gin is terrible sadly;0;0 REPLY;3 weeks ago
783;Braydox Astora;Oh. Not a fan of the racism but good for them maybe;1;0 REPLY;3 weeks ago
784;Sergius Paulus;Suppose everyone has to wear a mask except the actors….;1;0 REPLY;3 weeks ago
785;CRAZYMUS PRIDE THE MADHOUSE OF TRUTH;"If the is unique I DIDN'T SEE IT MORE THAT 200 TIMES IN A HOUR is ok
But TV, steaming platform and video platform put the same again and again and again and again and again and again and again and again and again and again and again and again and again and again and again and again and again and again and again and again and again and again and again and again";0;0 REPLY;3 weeks ago
786;Martin Fernandez Calvo;;0;0 REPLY;3 weeks ago
787;Stanley Striker;Back in the 80's in High School...the drama department was widely known for it's lack of LGBT inclusion.....;0;0 REPLY;3 weeks ago
788;TheMexicanPro;Daddy ;0;0 REPLY;3 weeks ago
789;Perry;There is only one God who exists as three distinct persons who are coequal and coeternal, God the Father, God the Son, and God The Holy Spirit. God loves us and wants a relationship with us. The bad news is that sin separates us from God. We have all sinned and broken God’s law, sins such as lying, stealing, anger, lust, pride, fornication, abortion, dishonoring our parents, and gossip. God is Holy and Just and because of this, God cannot let sin go unpunished, and that punishment is eternal hell. We can’t work our way into heaven and our good deeds can’t save us from our sin. The bible says all our righteous acts are like filthy rags. We need something more than our own righteousness.;0;0 REPLY;3 weeks ago
790;Thunder Cazz;Hugh Jackman > you;0;0 REPLY;3 weeks ago
791;Michael Quaid;What the heck is bipok?;0;1 REPLY;3 weeks ago
792;chikitabowow;haha creative bladder;0;0 REPLY;3 weeks ago
793;Djangus Roundstone;hi Ryan ;0;0 REPLY;3 weeks ago
794;Momo;sooo are you not woke right?;2;2 REPLIES;3 weeks ago
795;May Raniah;I love you;0;0 REPLY;3 weeks ago
796;grayson games;Wake up babe rayan remolds posted;0;0 REPLY;3 weeks ago
797;M0th P1mp;why does every gay guy look like you;0;0 REPLY;2 weeks ago
798;Silent Disco;"Ryan reyonlds 
Your only trying to get your wife a job that's it in aquaman. That's all I am to you. I need money. I am not qualified. I am picking jobs that I think I know how to do?. Driving trucks I didn't even pass that. I have my cert in operation. I didn't pass the licences.";0;0 REPLY;2 weeks ago (edited)
799;Silent Disco;"Ryan reyonlds 
I don't want too. I want to increase my own country. I am poor right now. I am my own homeless & poverty. I don't need you to tell me to enslave me to help foreigner.";0;0 REPLY;2 weeks ago
800;David Macholl;Ryan Reynolds is anouying.  He isnt a good actor he plays the snark smart ask good.  He probably is only in hollywood because he is good looking or has a connection to hollywood he probably has jewish connections.;0;0 REPLY;3 weeks ago
801;Silent Disco;"Ryan reyonlds 
Something is very heavy in my life. And I don't know what it is but I think it is you?. Your luggage is very heavy. My bag is parachute lite.";0;0 REPLY;2 weeks ago (edited)
802;Jutt Hu Jon;Hay who is this guy from deadpool;0;0 REPLY;6 days ago
803;Aurobindo Ghosh;your ads will be cheaper if you are the only celebrity in them. won't you have to pay others to be in these videos?;0;0 REPLY;2 weeks ago
804;Silent Disco;"Ryan reyonlds 
It's like Muslims can't have gay in Dubai. I don't want to slave my soul to Africa. Your not respecting my wishes.";0;0 REPLY;2 weeks ago (edited)
805;ShooterRSB;This is really cool but I think it's for blacks and Asians only cuz I didn't see one single Mexican america or Latinos in the video or their website.;0;0 REPLY;5 days ago
806;Ryan rathee;Hello sir;0;0 REPLY;3 weeks ago
807;Capri;"CHRIS HEMSWORTH PLANNING to make new Deadpool with u
ThorPool 2023";0;0 REPLY;2 weeks ago
808;SomeCatchyName;yea not enough woke on TV lets add initiatives to get more woke then choke on the woke;1;0 REPLY;3 weeks ago
809;Olga Moskvina;? ??????? so popular.;0;0 REPLY;3 weeks ago
810;Xander;Hey Ryan pin me?;0;0 REPLY;3 weeks ago
811;Master oogway;you are so beautiful;0;0 REPLY;3 weeks ago
812;Mike McKever;I bet you ;0;0 REPLY;3 weeks ago
813;J E Elliott;Luv;0;0 REPLY;3 weeks ago
814;KhajaBaba;Commenting for the algorithm;0;0 REPLY;3 weeks ago
815;Lo Ser;#wewantdeadpool3;0;0 REPLY;3 weeks ago
816;SaggyWaggyV2;I am best at fortnite;0;0 REPLY;3 weeks ago
817;Balie Yads;Jesus loves you he died on the cross for your sins. Believe in him and you will be saved and go to heaven!;0;0 REPLY;3 weeks ago
818;Christopher Wedemeyer;"Clicked off at ""inclusion""";2;1 REPLY;3 weeks ago
819;Joseph Davy;Ryan;0;0 REPLY;3 weeks ago
820;Unbound;Does everyone include me?;1;0 REPLY;3 weeks ago
821;Yujin Hikita;11 views what;1;0 REPLY;3 weeks ago
822;Astto Scott;That's a down vote from me. Go woke, go broke.;1;0 REPLY;3 weeks ago
823;Noodles;Another load of woke nonsense;1;0 REPLY;3 weeks ago
824;LuhRoi;Dad?;0;0 REPLY;3 weeks ago
825;Mr.trollface;On august 5th is my birthday  can i have shout out plz;0;0 REPLY;7 days ago (edited)
826;Amir Hosin;???? ????? ?? ???????? ? ???? ??? ???????? hi Ryan I'm amir are you love it ?????????;1;2 REPLIES;2 weeks ago
827;Cookie Goggles;are you racist?;1;0 REPLY;3 weeks ago
828;Jake Riffle;Bi pac???;0;0 REPLY;3 weeks ago
829;Thomas;I dare those whining about how inclusion and representation is wrong to come in here and complain about this...;0;1 REPLY;3 weeks ago
830;Olga Gacha Phoenix;Yep;0;0 REPLY;3 weeks ago
831;hamstersniffer;Bi- what?;0;0 REPLY;2 weeks ago
832;Cabé;A Sellout trying to justify being a sellout... and you're all buying it.;1;0 REPLY;3 weeks ago
833;SamdaproPLAYZ;Hi ryan;0;0 REPLY;3 weeks ago
834;The Piano;0-0;0;0 REPLY;3 weeks ago
835;Sam Victor (Victor);0:00 Who are you?;0;0 REPLY;10 days ago
836;Atkiino;58th;0;0 REPLY;3 weeks ago
837;AJazzyName;First lol;0;0 REPLY;3 weeks ago
838;Axotolss;Hello pikachu;1;0 REPLY;2 weeks ago
839;SELLOUM_ PACHECO;220;0;0 REPLY;3 weeks ago
840;Nathan King;Hey;0;0 REPLY;3 weeks ago
841;Mr.MintyDude;Me dude. You small;0;0 REPLY;2 weeks ago
842;Technically Speaking;first;1;0 REPLY;3 weeks ago
843;sl6w;Hi ryan;0;0 REPLY;3 weeks ago
844;Withinofwhat;Everyone except me;0;0 REPLY;3 weeks ago
845;Boogie Bros;Daddy;0;0 REPLY;3 weeks ago
846;artdog0100;You sly wonderful person you?;0;0 REPLY;3 weeks ago
847;Arthur Stewart;First;0;0 REPLY;3 weeks ago
848;Petru Bulgari;Ok.;0;0 REPLY;3 weeks ago
849;Electric;Ya;0;0 REPLY;3 weeks ago
850;IDK;Ok;0;0 REPLY;3 weeks ago
851;Ryan Reynolds baby;Based;0;0 REPLY;3 weeks ago
852;Matthew Taylor;yeet;0;0 REPLY;3 weeks ago
853;Brandon Young-Kemkes;Nice olive branch.;0;0 REPLY;3 weeks ago
854;Ryan rathee;India;0;0 REPLY;3 weeks ago
855;Nightf4ll GENETIXS;Pp;0;0 REPLY;3 weeks ago
856;U?ur Arsen;XForce;0;0 REPLY;3 weeks ago
857;Yefferson Daney E.S;hy;0;0 REPLY;2 days ago
858;AH;Not people;0;0 REPLY;2 weeks ago
859;Drew Hessler;Wtf is bipoc;0;1 REPLY;3 weeks ago
860;Total Heyoka;Underrepresent your wife.;0;0 REPLY;3 weeks ago
861;k13kk;Aaaaaaand you ruined it! Dislike. gg;1;0 REPLY;3 weeks ago
862;Dillytilly;"Hello Ryan 
This is Jesus
Read the Bible";0;0 REPLY;2 weeks ago
863;Nathan Luna;Daddy;0;0 REPLY;11 days ago
864;Nightf4ll GENETIXS;Pp;0;0 REPLY;3 weeks ago
865;beth the fam;I agree!! I agree!!  Huge    you are awesome Ryan and I am sure Blake is helping too.  Thank you to all.;1;9 REPLIES;3 weeks ago
866;Abell Seyfu;One doesn’t experience self transcendence, the illusion of self only dissipates~;2;0 REPLY;3 weeks ago
867;Faizan Max;Ryan Making a School When Celebrities Trying to Promote There Stuff in Facebook, Instagram or Twitter Pages.;0;0 REPLY;3 weeks ago
868;Harper;is he the only one who reads .org is literally org?;0;0 REPLY;3 weeks ago
869;Pattington Bear;You could use me as an extra!  Please contact me. Thanks;0;0 REPLY;13 days ago
870;Nightf4ll GENETIXS;Pp;0;0 REPLY;3 weeks ago
871;Nightf4ll GENETIXS;Pp;0;0 REPLY;3 weeks ago
872;Nightf4ll GENETIXS;Pp;0;0 REPLY;3 weeks ago
873;Nightf4ll GENETIXS;Pp;0;0 REPLY;3 weeks ago
874;Nightf4ll GENETIXS;Pp;0;0 REPLY;3 weeks ago
